DEBUG: General     , 1772727682075> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_lipstickgreen.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_lipstickblack.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_eyeshadowgreen.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_eyeshadowyellow.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_lipstickred.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_eyeshadowwhite.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_lipsticklightblue.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/makeup/makeup_0015_eyeshadowred.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/malebody01a.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_muscle03.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_muscle02.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_muscle01.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_muscle05.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_muscle04.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_muscle01.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_muscle03.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_muscle02.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_muscle05.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_muscle04.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_musclestrong04.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_musclestrong05.png
LOG  : Mod         , 1772728287441> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_musclestrong02.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_musclestrong03.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/f_musclestrong01.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_musclestrong01.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_musclestrong02.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_musclestrong03.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_musclestrong04.png
LOG  : Mod         , 1772728287442> mod "TombBodyTexDOLL" overrides media/textures/body/muscle/m_musclestrong05.png
LOG  : Mod         , 1772728287442> loading TombBodyTexNUDE
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/femalebody01.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody03.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody02.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/femalebody02.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody01.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/femalebody03.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody04a.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody05a.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody05.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody04.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/femalebody04.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/femalebody05.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody02a.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody03a.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/f_bodyhair02.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_bodyhair.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_bodyhair02.png
LOG  : Mod         , 1772728287447> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/f_bodyhair.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_beard_stubble02.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_beard_stubble.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_hair_stubble02.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/stubble/m_hair_stubble.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstickpink.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstickblue.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowpink.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowblue.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstick.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowlightblue.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstickgreen.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstickblack.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowgreen.png
LOG  : Mod         , 1772728287448> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowyellow.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipstickred.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowwhite.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_lipsticklightblue.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/makeup/makeup_0015_eyeshadowred.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/malebody01a.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_muscle03.png
LOG  : Mod         , 1772728287449> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_muscle02.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_muscle01.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_muscle05.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_muscle04.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_muscle01.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_muscle03.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_muscle02.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_muscle05.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_muscle04.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_musclestrong04.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_musclestrong05.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_musclestrong02.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_musclestrong03.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/f_musclestrong01.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_musclestrong01.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_musclestrong02.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_musclestrong03.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_musclestrong04.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides common/media/textures/body/muscle/m_musclestrong05.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides logo.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides 42.0/logo.png
LOG  : Mod         , 1772728287450> mod "TombBodyTexNUDE" overrides media/textures/body/femalebody01.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody03.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/femalebody02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody01.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/femalebody03.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody04a.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody05a.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody05.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody04.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/femalebody04.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/femalebody05.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody02a.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/malebody03a.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/f_bodyhair02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_bodyhair.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_bodyhair02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/f_bodyhair.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_beard_stubble02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_beard_stubble.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_hair_stubble02.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/stubble/m_hair_stubble.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstickpink.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstickblue.png
LOG  : Mod         , 1772728287451> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowpink.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowblue.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstick.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowlightblue.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstickgreen.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstickblack.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowgreen.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowyellow.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipstickred.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowwhite.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_lipsticklightblue.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/makeup/makeup_0015_eyeshadowred.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/malebody01a.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_muscle03.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_muscle02.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_muscle01.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_muscle05.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_muscle04.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_muscle01.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_muscle03.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_muscle02.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_muscle05.png
LOG  : Mod         , 1772728287452> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_muscle04.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_musclestrong04.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_musclestrong05.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_musclestrong02.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_musclestrong03.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/f_musclestrong01.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_musclestrong01.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_musclestrong02.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_musclestrong03.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_musclestrong04.png
LOG  : Mod         , 1772728287453> mod "TombBodyTexNUDE" overrides media/textures/body/muscle/m_musclestrong05.png
LOG  : Mod         , 1772728287453> loading TombBodyCompat
LOG  : Mod         , 1772728287456> mod "TombBodyCompat" overrides logo.png
LOG  : Mod         , 1772728287456> mod "TombBodyCompat" overrides 42.0/logo.png
LOG  : Mod         , 1772728287458> mod "TombBodyCompat" overrides media/clothing/clothingitems/skirt_mini.xml
LOG  : Mod         , 1772728287459> mod "TombBodyCompat" overrides media/clothing/clothingitems/glasses_normal.xml
